organism,ncbi,jgi,assembly,BioSample,BioProject
Bacteria_CPR_Parcubacteria_OD1_RIF16_RIFCSPHIGHO2_12_FULL_RIF16_45_16,SAMN04314077,NA,GCA_001781375.1,SAMN04314077,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF16_RIFCSPLOWO2_01_FULL_RIF16_45_15b,SAMN04315081,NA,GCA_001822655.1,SAMN04315081,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF16_RIFCSPLOWO2_02_FULL_RIF16_44_35,SAMN04316085,NA,GCA_001822695.1,SAMN04316085,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF16_RIFCSPLOWO2_02_RIF16_50_13,SAMN04313786,NA,GCA_001821165.1,SAMN04313786,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF16_RIFCSPLOWO2_12_FULL_RIF16_43_20,SAMN04315840,NA,GCA_001821295.1,SAMN04315840,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF16_RIFCSPLOWO2_12_FULL_RIF16_47_20,SAMN04315847,NA,GCA_001822755.1,SAMN04315847,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF16_RIFOXYD2_FULL_RIF16_36_9,SAMN04314662,NA,GCA_001822795.1,SAMN04314662,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_GWC2_RIF17_49_10,SAMN04314252,NA,GCA_001822245.1,SAMN04314252,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPHIGHO2_01_FULL_RIF17_50_25,SAMN04315000,NA,GCA_001822215.1,SAMN04315000,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPHIGHO2_02_FULL_RIF17_47_11,SAMN04315360,NA,GCA_001822345.1,SAMN04315360,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPHIGHO2_02_FULL_RIF17_49_12,SAMN04315364,NA,GCA_001820595.1,SAMN04315364,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPHIGHO2_02_FULL_RIF17_49_20,SAMN04315365,NA,GCA_001820605.1,SAMN04315365,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPHIGHO2_02_FULL_RIF17_52_23,SAMN04316146,NA,GCA_001820655.1,SAMN04316146,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPHIGHO2_02_FULL_RIF17_53_17,SAMN04315445,NA,GCA_001822375.1,SAMN04315445,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPLOWO2_01_FULL_RIF17_47_10,SAMN04315087,NA,GCA_001820675.1,SAMN04315087,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPLOWO2_01_FULL_RIF17_59_16,SAMN04315290,NA,GCA_001822385.1,SAMN04315290,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPLOWO2_01_FULL_RIF17_60_25,SAMN04315197,NA,GCA_001820755.1,SAMN04315197,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPLOWO2_02_FULL_RIF17_51_17,SAMN04316032,NA,GCA_001820785.1,SAMN04316032,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF17_RIFCSPLOWO2_12_FULL_RIF17_41_11,SAMN04315837,NA,GCA_001820775.1,SAMN04315837,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF19_RIFCSPHIGHO2_02_FULL_RIF19_43_15b,SAMN04315349,NA,GCA_001819985.1,SAMN04315349,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF19_RIFCSPLOWO2_01_FULL_RIF19_43_12,SAMN04315072,NA,GCA_001820015.1,SAMN04315072,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF19_RIFCSPLOWO2_01_FULL_RIF19_46_10,SAMN04315085,NA,GCA_001820035.1,SAMN04315085,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF19_RIFCSPLOWO2_02_FULL_RIF19_38_8,SAMN04315939,NA,GCA_001821885.1,SAMN04315939,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF19_RIFCSPLOWO2_12_FULL_RIF19_38_22,SAMN04315782,NA,GCA_001820055.1,SAMN04315782,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPHIGHO2_01_FULL_RIF20_39_25,SAMN04314883,NA,GCA_001820095.1,SAMN04314883,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPHIGHO2_02_FULL_RIF20_34_10,SAMN04315411,NA,GCA_001821915.1,SAMN04315411,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPHIGHO2_02_FULL_RIF20_34_9,SAMN04315488,NA,GCA_001820145.1,SAMN04315488,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPHIGHO2_02_FULL_RIF20_42_22,SAMN04315497,NA,GCA_001820175.1,SAMN04315497,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPHIGHO2_12_FULL_RIF20_38_11,SAMN04315735,NA,GCA_001820195.1,SAMN04315735,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPLOWO2_01_FULL_RIF20_33_13,SAMN04315133,NA,GCA_001820215.1,SAMN04315133,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPLOWO2_01_FULL_RIF20_33_9,SAMN04315057,NA,GCA_001821945.1,SAMN04315057,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPLOWO2_01_FULL_RIF20_37_25b,SAMN04315151,NA,GCA_001821995.1,SAMN04315151,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPLOWO2_01_FULL_RIF20_38_12,SAMN04315134,NA,GCA_001821475.1,SAMN04315134,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPLOWO2_01_FULL_RIF20_38_12b,SAMN04315061,NA,GCA_001820255.1,SAMN04315061,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFCSPLOWO2_01_FULL_RIF20_43_17b,SAMN04315165,NA,GCA_001820305.1,SAMN04315165,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFOXYB1_FULL_RIF20_37_44,SAMN04314479,NA,GCA_001822065.1,SAMN04314479,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFOXYB1_FULL_RIF20_38_37,SAMN04314474,NA,GCA_001822075.1,SAMN04314474,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFOXYC1_FULL_RIF20_38_18,SAMN04314522,NA,GCA_001822095.1,SAMN04314522,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF20_RIFOXYD1_FULL_RIF20_32_13,SAMN04314714,NA,GCA_001820485.1,SAMN04314714,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_GWA2_RIF21_46_15,SAMN04314238,NA,GCA_001823105.1,SAMN04314238,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RBG_13_RIF21_36_15,SAMN04314099,NA,GCA_001819145.1,SAMN04314099,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RBG_13_RIF21_37_56,SAMN04313693,NA,GCA_001819175.1,SAMN04313693,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RBG_13_RIF21_38_11,SAMN04314089,NA,GCA_001819195.1,SAMN04314089,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RBG_13_RIF21_42_11,SAMN04314296,NA,GCA_001821455.1,SAMN04314296,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RIFCSPHIGHO2_01_FULL_RIF21_47_27,SAMN04314820,NA,GCA_001824885.1,SAMN04314820,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RIFCSPHIGHO2_01_FULL_RIF21_48_27b,SAMN04314996,NA,GCA_001824915.1,SAMN04314996,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RIFCSPHIGHO2_01_FULL_RIF21_49_22b,SAMN04314825,NA,GCA_001823165.1,SAMN04314825,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RIFCSPHIGHO2_02_FULL_RIF21_45_25,SAMN04315357,NA,GCA_001823215.1,SAMN04315357,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RIFCSPHIGHO2_02_FULL_RIF21_47_12,SAMN04315435,NA,GCA_001823235.1,SAMN04315435,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RIFCSPHIGHO2_02_FULL_RIF21_48_16,SAMN04316156,NA,GCA_001823255.1,SAMN04316156,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RIFCSPHIGHO2_12_FULL_RIF21_40_12,SAMN04315667,NA,GCA_001823315.1,SAMN04315667,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RIFCSPLOWO2_01_FULL_RIF21_41_9,SAMN04315161,NA,GCA_001821485.1,SAMN04315161,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RIFCSPLOWO2_01_FULL_RIF21_48_16,SAMN04315277,NA,GCA_001825005.1,SAMN04315277,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF21_RIFOXYB1_FULL_RIF21_40_15,SAMN04314486,NA,GCA_001821555.1,SAMN04314486,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF22_RBG_13_RIF22_37_53,SAMN04313690,NA,GCA_001819435.1,SAMN04313690,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF22_RBG_13_RIF22_40_8,SAMN04314295,NA,GCA_001819475.1,SAMN04314295,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF22_RBG_13_RIF22_41_18,SAMN04314019,NA,GCA_001819495.1,SAMN04314019,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF22_RIFCSPHIGHO2_01_FULL_RIF22_40_12b,SAMN04314799,NA,GCA_001819555.1,SAMN04314799,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF22_RIFCSPLOWO2_01_FULL_RIF22_43_11,SAMN04315257,NA,GCA_001819635.1,SAMN04315257,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF22_RIFCSPLOWO2_01_RIF22_38_39,SAMN04315247,NA,GCA_001819605.1,SAMN04315247,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF4_RIFCSPHIGHO2_12_FULL_RIF4_48_17,SAMN04315742,NA,GCA_001818775.1,SAMN04315742,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF4_RIFCSPLOWO2_01_FULL_RIF4_48_11,SAMN04315051,NA,GCA_001818285.1,SAMN04315051,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF4_RIFCSPLOWO2_02_FULL_RIF4_42_19,SAMN04316079,NA,GCA_001818315.1,SAMN04316079,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF4_RIFOXYA2_FULL_RIF4_38_24,SAMN04314354,NA,GCA_001818785.1,SAMN04314354,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF6_RIFCSPLOWO2_01_FULL_RIF6_45_10,SAMN04315080,NA,GCA_001818835.1,SAMN04315080,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF6_RIFCSPLOWO2_01_FULL_RIF6_52_15,SAMN04315283,NA,GCA_001818395.1,SAMN04315283,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF6_RIFCSPLOWO2_01_FULL_RIF6_53_11,SAMN04315284,NA,GCA_001818415.1,SAMN04315284,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF6_RIFCSPLOWO2_02_FULL_RIF6_48_11,SAMN04315958,NA,GCA_001818435.1,SAMN04315958,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF6_RIFOXYC1_FULL_RIF6_37_11,SAMN04314527,NA,GCA_001818445.1,SAMN04314527,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF6_RIFOXYC2_FULL_RIF6_42_11,SAMN04314562,NA,GCA_001822985.1,SAMN04314562,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF9_RIFCSPHIGHO2_01_FULL_RIF9_46_36,SAMN04314958,NA,GCA_001817035.1,SAMN04314958,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF9_RIFCSPHIGHO2_02_FULL_RIF9_46_16,SAMN04315329,NA,GCA_001817065.1,SAMN04315329,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIF9_RIFCSPHIGHO2_12_FULL_RIF9_45_11b,SAMN04315588,NA,GCA_001817115.1,SAMN04315588,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPHIGHO2_01_FULL_OD1_57_28,SAMN04315008,NA,GCA_001818575.1,SAMN04315008,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPHIGHO2_02_OD1_41_19,SAMN04313780,NA,GCA_001824715.1,SAMN04313780,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPHIGHO2_12_FULL_OD1_43_12,SAMN04315613,NA,GCA_001817715.1,SAMN04315613,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPHIGHO2_12_FULL_OD1_44_17,SAMN04315676,NA,GCA_001817735.1,SAMN04315676,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_39_11,SAMN04315062,NA,GCA_001820815.1,SAMN04315062,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_40_28,SAMN04315157,NA,GCA_001817925.1,SAMN04315157,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_42_9,SAMN04315163,NA,GCA_001822475.1,SAMN04315163,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_44_24,SAMN04315233,NA,GCA_001822905.1,SAMN04315233,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_45_15,SAMN04315266,NA,GCA_001818615.1,SAMN04315266,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_45_48,SAMN04315084,NA,GCA_001819395.1,SAMN04315084,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_46_25,SAMN04315141,NA,GCA_001774085.1,SAMN04315141,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_48_10,SAMN04315276,NA,GCA_001817755.1,SAMN04315276,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_48_14,SAMN04315183,NA,GCA_001822935.1,SAMN04315183,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_52_25,SAMN04315098,NA,GCA_001818625.1,SAMN04315098,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_53_13,SAMN04315099,NA,GCA_001818895.1,SAMN04315099,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_56_20,SAMN04315196,NA,GCA_001818655.1,SAMN04315196,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_01_FULL_OD1_58_14,SAMN04315144,NA,GCA_001824745.1,SAMN04315144,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_02_FULL_OD1_45_11,SAMN04316021,NA,GCA_001817795.1,SAMN04316021,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_12_FULL_OD1_41_13,SAMN04315890,NA,GCA_001821615.1,SAMN04315890,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFCSPLOWO2_12_FULL_OD1_60_15,SAMN04315852,NA,GCA_001821315.1,SAMN04315852,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFOXYB1_FULL_OD1_42_16,SAMN04314491,NA,GCA_001823055.1,SAMN04314491,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFOXYD1_FULL_OD1_36_11,SAMN04314757,NA,GCA_001821375.1,SAMN04314757,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFOXYD1_FULL_OD1_41_16,SAMN04314698,NA,GCA_001828685.1,SAMN04314698,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFOXYD1_FULL_OD1_44_32,SAMN04314724,NA,GCA_001823065.1,SAMN04314724,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFOXYD1_FULL_OD1_46_19,SAMN04314742,NA,GCA_001824825.1,SAMN04314742,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFOXYD1_FULL_OD1_48_21,SAMN04314766,NA,GCA_001778985.1,SAMN04314766,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_RIFOXYD2_FULL_OD1_44_9,SAMN04314709,NA,GCA_001824845.1,SAMN04314709,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_ACD76,EKD33325-EKD33564,NA,NA,NA,NA
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_GWA2_OD1_41_10,SAMN03319560,NA,GCA_000994285.1,SAMN03319560,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_GWA2_OD1_52_8b,SAMN03320010,NA,GCA_001004575.1,SAMN03320010,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_GWA2_OD1_53_10,SAMN03320011,NA,GCA_001004565.1,SAMN03320011,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_GWB2_OD1_ACD66_rel_41_36,SAMN03319589,NA,GCA_000997055.1,SAMN03319589,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_GWD2_OD1_52_7,SAMN03320006,NA,GCA_001004485.1,SAMN03320006,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_GWE2_OD1_45_35,SAMN03319840,NA,GCA_001001645.1,SAMN03319840,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_GWF2_OD1_39_13,SAMN03319459,NA,GCA_000993535.1,SAMN03319459,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_GWF2_OD1_46_218,SAMN03319876,NA,GCA_001002565.1,SAMN03319876,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPHIGHO2_01_FULL_OD1_Uhrbacteria_63_20,SAMN04315009,NA,GCA_001791045.1,SAMN04315009,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPHIGHO2_02_FULL_OD1_Uhrbacteria_53_13,SAMN04315370,NA,GCA_001791035.1,SAMN04315370,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPHIGHO2_02_FULL_OD1_Uhrbacteria_54_11,SAMN04315522,NA,GCA_001791065.1,SAMN04315522,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPHIGHO2_02_FULL_OD1_Uhrbacteria_57_19,SAMN04315525,NA,GCA_001791115.1,SAMN04315525,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPHIGHO2_02_FULL_OD1_Uhrbacteria_60_10,SAMN04315449,NA,GCA_001791135.1,SAMN04315449,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPHIGHO2_12_FULL_OD1_Uhrbacteria_60_25,SAMN04315591,NA,GCA_001791275.1,SAMN04315591,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPLOWO2_01_FULL_OD1_Uhrbacteria_47_25,SAMN04315089,NA,GCA_001791325.1,SAMN04315089,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_46_25,SAMN04316091,NA,GCA_001791415.1,SAMN04316091,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_48_12,SAMN04316028,NA,GCA_001791425.1,SAMN04316028,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_49_11,SAMN04316030,NA,GCA_001791465.1,SAMN04316030,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_51_9,SAMN04315963,NA,GCA_001791475.1,SAMN04315963,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFCSPLOWO2_02_FULL_OD1_Uhrbacteria_54_37,SAMN04316124,NA,GCA_001791575.1,SAMN04316124,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFOXYB2_FULL_OD1_Uhrbacteria_41_18,SAMN04314453,NA,GCA_001791695.1,SAMN04314453,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFOXYB2_FULL_OD1_Uhrbacteria_45_11,SAMN04314439,NA,GCA_001791715.1,SAMN04314439,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFOXYB2_FULL_OD1_Uhrbacteria_57_15,SAMN04314425,NA,GCA_001791725.1,SAMN04314425,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Uhrbacteria_RIFOXYC2_FULL_OD1_Uhrbacteria_47_19,SAMN04314601,NA,GCA_001791745.1,SAMN04314601,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_uncultured_DG_72,SAMN03994154,NA,GCA_001303135.1,SAMN03994154,PRJNA270657
Bacteria_CPR_Parcubacteria_OD1_uncultured_DG_74_1,SAMN03994155,NA,GCA_001303125.1,SAMN03994155,PRJNA270657
Bacteria_CPR_Parcubacteria_OD1_uncultured_DG_74_3,SAMN03994157,NA,GCA_001302985.1,SAMN03994157,PRJNA270657
Bacteria_CPR_Parcubacteria_OD1_uncultured_SG8_24,SAMN03994166,NA,GCA_001303185.1,SAMN03994166,PRJNA270657
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_CG1_02_FULL_Wolfebacteria_OD1_39_135,SAMN04328186,NA,GCA_001871625.1,SAMN04328186,PRJNA297582
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_GWA1_OD1_Wolfebacteria_42_9,SAMN04314229,NA,GCA_001793775.1,SAMN04314229,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_GWA2_OD1_ACD81_47_9,SAMN03319950,NA,GCA_001003425.1,SAMN03319950,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_GWB1_OD1_41_12,SAMN03319567,NA,GCA_000996445.1,SAMN03319567,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_GWE2_OD1_ACD81_44_13,SAMN03319761,NA,GCA_001000675.1,SAMN03319761,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_RBG_13_OD1_Wolfebacteria_41_7,SAMN04316165,NA,GCA_001793785.1,SAMN04316165,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_RIFCSPHIGHO2_02_FULL_OD1_Wolfebacteria_42_16,SAMN04315345,NA,GCA_001818695.1,SAMN04315345,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_RIFCSPHIGHO2_12_FULL_OD1_Wolfebacteria_48_16,SAMN04315616,NA,GCA_001817935.1,SAMN04315616,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_RIFCSPLOWO2_01_FULL_OD1_Wolfebacteria_38_11,SAMN04315152,NA,GCA_001793825.1,SAMN04315152,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_RIFCSPLOWO2_01_FULL_OD1_Wolfebacteria_44_18,SAMN04315169,NA,GCA_001817915.1,SAMN04315169,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_RIFCSPLOWO2_01_FULL_OD1_Wolfebacteria_47_17b,SAMN04315088,NA,GCA_001793865.1,SAMN04315088,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_RIFCSPLOWO2_02_FULL_OD1_Wolfebacteria_41_13b,SAMN04316012,NA,GCA_001817995.1,SAMN04316012,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_RIFCSPLOWO2_02_FULL_OD1_Wolfebacteria_45_10c,SAMN04315951,NA,GCA_001818705.1,SAMN04315951,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Wolfebacteria_RIFOXYB1_FULL_OD1_Wolfebacteria_54_12,SAMN04314493,NA,GCA_001793895.1,SAMN04314493,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_GWA1_OD1_39_13_partial,SAMN03319458,NA,GCA_000993495.1,SAMN03319458,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_GWC2_OD1_41_9,SAMN03319613,NA,GCA_000997705.1,SAMN03319613,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_GWD1_OD1_39_16_partial,SAMN03319464,NA,GCA_000993585.1,SAMN03319464,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_GWF1_OD1_44_227,SAMN03319776,NA,GCA_001001065.1,SAMN03319776,PRJNA273161
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_39_8b,SAMN04314970,NA,GCA_001794015.1,SAMN04314970,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_41_21,SAMN04314888,NA,GCA_001794025.1,SAMN04314888,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_43_32,SAMN04314895,NA,GCA_001794125.1,SAMN04314895,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_43_42,SAMN04314808,NA,GCA_001794145.1,SAMN04314808,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_44_17,SAMN04314984,NA,GCA_001794195.1,SAMN04314984,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_44_22,SAMN04314899,NA,GCA_001794205.1,SAMN04314899,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_44_24,SAMN04314812,NA,GCA_001794215.1,SAMN04314812,PRJNA288027
Bacteria_CPR_Parcubacteria_OD1_Yanofskybacteria_RIFCSPHIGHO2_01_FULL_OD1_Yanofskybacteria_48_25b,SAMN04314822,NA,GCA_001794275.1,SAMN04314822,PRJNA288027
