ORGANISM,NCBI GENOME ACCESSION,JGI IMG SUBMISSION ID
Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Paenibacillus_lactis_154,NZ_AGIP00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Saccharibacillus_sacchari_GR21_DSM_19268,NZ_JFBU00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Paenibacillaceae_Thermobacillus_composti_KWC4_DSM_18247,NC_019897,
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Kurthia_massiliensis_JC30,NZ_CAEU00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Paenisporosarcina_sp._TG_14,SAMN02470166,
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Planococcus_donghaensis_MPA1U2_contig00058,NZ_AEPB00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Solibacillus_silvestris_StLB046,NC_018065,
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Sporosarcina_newyorkensis_2681,NZ_AFPZ00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Ureibacillus_thermosphaericus_Thermo_BF,NZ_AJIK00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Planococcaceae_Viridibacillus_arenosi_FSL_R5_213,NZ_ASQA00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Sporolactobacillaceae_Sporolactobacillus_terrae_HKM_1,SAMN02951932,
Bacteria_Firmicutes_Bacilli_Bacillales_Sporolactobacillaceae_Tuberibacillus_calidus_DSM_17572,NZ_AUMM00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Jeotgalicoccus_psychrophilus_DSM_19085,NZ_AUEF00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Macrococcus_caseolyticus_JCSC5402,NC_011999,
Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Nosocomiicoccus_sp._NP2,NZ_CAVG000000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Salinicoccus_carnicancri_Crm,NZ_ANAM00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Staphylococcaceae_Staphylococcus_aureus_502A,SAMN02688115,
Bacteria_Firmicutes_Bacilli_Bacillales_Thermoactinomycetaceae_Desmospora_sp._8437,NZ_AFHT00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Thermoactinomycetaceae_Shimazuella_kribbensis_DSM_45090,NZ_ATZF00000000,
Bacteria_Firmicutes_Bacilli_Bacillales_Thermoactinomycetaceae_Thermoactinomyces_sp._Gus2_1,SAMN02991091,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Abiotrophia_defectiva_ATCC_49176,NZ_ACIN00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Aerococcus_urinae_ACS_120_V_Col10a,NC_015278,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Eremococcus_coleocola_ACS_139_V_Col8_contig00001,NZ_AENN00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Facklamia_ignava_CCUG_37419,NZ_AGZE00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Aerococcaceae_Globicatella_sulfidifaciens_DSM_15739,SAMEA3594197,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Allofustis_seminis_DSM_15817,NZ_ARFP00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Alloiococcus_otitis_ATCC_51267,NZ_AGXA00000000.,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Atopobacter_phocae_ATCC_BAA_285,NZ_JAGN00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Atopococcus_tabaci_DSM_17538,NZ_AUCD00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Carnobacterium_maltaromaticum_LMA28,NC_019425,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Dolosigranulum_pigrum_ATCC_51524,NZ_AGEF00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Granulicatella_elegans_ATCC_700633_genomic_scaffold_supercont1.2,NZ_ACRF00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Carnobacteriaceae_Lacticigenium_naphtae_DSM_19658,NZ_AUEG00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Bavariicoccus_seileri_DSM_19936,NZ_ATXL00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Catellicoccus_marimammalium_M35043,NZ_AMYT00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Enterococcus_faecalis_D32,NC_018221,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Melissococcus_plutonius_ATCC_35311,NC_015516,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Enterococcaceae_Tetragenococcus_halophilus_NBRC_12172,NC_016052,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_acidophilus_NCFM,NC_006814,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Lactobacillus_catenaformis_OT_569,NZ_AGEJ00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Pediococcus_claussenii_P06_ATCC_BAA_344,NC_016605,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Lactobacillaceae_Sharpea_azabuensis_DSM_18934,NZ_JNKU00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Fructobacillus_fructosus_KCTC_3544_contig00014,NZ_AEOP00000000,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Leuconostoc_kimchii_IMSNU11154,NC_014136,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Oenococcus_oeni_PSU_1,NC_008528,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Leuconostocaceae_Weissella_ceti_WS74,NZ_CP009223,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Lactococcus_garvieae_Lg2,NC_017490,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_mutans_GS_5,NC_018089,
Bacteria_Firmicutes_Bacilli_Lactobacillales_Streptococcaceae_Streptococcus_pleomorphus_DSM_20574,NZ_ATUT00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Caldicoprobacteraceae_Caldicoprobacter_oshimai_DSM_21659,NZ_JAGB00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Alkaliphilus_oremlandii_OhILAs,NC_009922,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Butyricicoccus_pullicaecorum_1.2,NZ_AQOB00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Caloramator_australicus_RC3,NZ_CAKP00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Candidatus_Arthromitus_sp._SFB_mouse_Japan,NC_015913,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridiisalibacter_paucivorans_DSM_22131,NZ_JHVL00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_acetobutylicum_EA_2018,NC_017295,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_acidurici_9a_DSM_604,NC_018664,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_bartlettii_DSM_16795_unfinished_sequence,NZ_ABEZ00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_clariflavum_EBR_45_DSM_19732,NC_016627,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_difficile_CF5,SAMEA3138367,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_glycolicum_DSM_1288,NZ_AUUB00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_innocuum_2959,NZ_AGYV00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_lentocellum_DSM_5427,NC_015275,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_nexile_DSM_1787_unfinished_sequence,NZ_ABWO00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_orbiscindens_1_3_50AFAA,SAMN00103468,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Clostridium_phytofermentans_ISDg,NC_010001,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Fervidicella_Metallireducens_AeB,NZ_AZQP00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Natronincola_peptidivorans_DSM_18979,PRJNA262317,55235
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Proteiniclasticum_ruminis_DSM_24773,NZ_JNKC00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Tepidimicrobium_xylanilyticum_DSM_23310,PRJNA262328,55166
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Thermobrachium_celere_JWYL_NZ35_DSM_8682,NZ_CAVN000000000.,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiaceae_Youngiibacter_fragile_232.1,NZ_AXUN00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Anaerococcus_prevotii_DSM_20548,NC_013171,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Finegoldia_magna_ATCC_29328,NC_010376,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Helcococcus_sueciensis_DSM_17243,NZ_AUHK00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Kallipyga_massiliensis_ph2,NZ_CAHC00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Peptoniphilus_harei_ACS_146_V_Sch2b_contig00003,NZ_AENP00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XI._Incertae_Sedis_Sedimentibacter_sp._B4,NZ_CANG00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XII._Incertae_Sedis_Acidaminobacter_hydrogenoformans_DSM_2784,SAMN03080599,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XIII._Incertae_Sedis_Anaerovorax_odorimutans_DSM_5092,NZ_AUFC00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XIII._Incertae_Sedis_Mogibacterium_timidum_ATCC_33093,NZ_JALU00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XIV._Incertae_Sedis_Anaerobranca_gottschalkii_DSM_13577,SAMN03080614,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XVII._Incertae_Sedis_Sulfobacillus_acidophilus_TPY,CP002901,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XVII._Incertae_Sedis_Thermaerobacter_marianensis_DSM_12885,NC_014831,
Bacteria_Firmicutes_Clostridia_Clostridiales_Clostridiales_incertae_sedis_Clostridiales_Family_XVIII._Incertae_Sedis_Symbiobacterium_thermophilum_IAM_14863,NC_006177,
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Acetobacterium_woodii_WB1_DSM_1030,NC_016894,
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Anaerofustis_stercorihominis_DSM_17244_unfinished_sequence,NZ_ABIL00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_biforme_DSM_3989_unfinished_sequence,NZ_ABYT00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_cylindroides_T2_87_draft_genome.,NC_021019,
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_limosum_KIST612,NC_014624,
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_sp._AS15,NZ_ALJM00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Pseudoramibacter_alactolyticus_ATCC_23263_contig00019,NZ_AEQN00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Heliobacteriaceae_Heliobacterium_modesticaldum_Ice1,NC_010337,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Anaerostipes_hadrus_comb._nov._VPI_82_52_DSM_3319,NZ_AMEY00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_fibrisolvens_164_draft_genome.,FP929036,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Catonella_morbi_ATCC_51271_C_morbi_1.0.1_Cont0.13,NZ_ACIL00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_longicatena_AGR2136,SAMN02440672,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Johnsonella_ignava_ATCC_51276,NZ_ACZL00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_bovis_C6A12,SAMN02744025,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_multipara_LB2003,SAMN02841197,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceae_bacterium_ACC2,NZ_AGEL00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospiraceae_bacterium_sp._ICM7,NZ_ALJL00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Marvinbryantia_Marvinbryantia_formatexigens_I_52_DSM_14469,NZ_ACCL00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Oribacterium_sp._NK2B42,SAMN02441162,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Pseudobutyrivibrio_ruminis_HUN009,NZ_JNLH00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Robinsoniella_sp._KNHs210,SAMN02743373,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_hominis_A2_183_DSM_16839,NC_015977,
Bacteria_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Shuttleworthia_satelles_DSM_14600_S_satelles_1.0.1_Cont0.3,NZ_ACIP00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_valericigenes_Sjm18_20,NC_016048,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Candidatus_Desulforudis_audaxviator_MP104C,NC_010424,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Dehalobacter_restrictus_DSM_9455,NZ_CP007033,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfitibacter_alkalitolerans_DSM_16504,NZ_JHVU00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfitobacterium_hafniense_Y51,NC_007907,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfonispora_thiosulfatigenes_GKNTAUT__DSM_11270,SAMN00017405,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfosporosinus_orientis_Singapore_I_DSM_765,NC_016584,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfotomaculum_gibsoniae_Groll_DSM_7213,NC_021184,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Desulfurispora_thermophila_DSM_16022,NZ_AQWN00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Pelotomaculum_thermopropionicum_SI,AP009389,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Syntrophobotulus_glycolicus_DSM_8271,NC_015172,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptococcaceae_Thermincola_sp._JR,NC_014152,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Filifactor_alocis_ATCC_35896,NC_016630,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcus_anaerobius_VPI_4330,NZ_ARMA00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Peptostreptococcus_micros_ATCC_33270_unfinished_sequence,NZ_ABEE00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Acetivibrio_cellulolyticus_CD2_DSM_1870_ORNL_annotation,NZ_AEDB00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Anaerotruncus_colihominis_DSM_17241_unfinished_sequence,NZ_ABGD00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Faecalibacterium_prausnitzii_L26_draft_genome.,FP929045,
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_obeum_A2_162_draft_genome.,FP929054,
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_sp._18P13_draft_genome.,NC_021039,
Bacteria_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Subdoligranulum_sp._4_3_54A2FAA,SAMN02463804,
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Dethiobacter_alkaliphilus_AHT_1_unfinished_sequence,NZ_ACJM00000000,
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophomonas_wolfei_Goettingen_DSM_2245B,NC_008346,
Bacteria_Firmicutes_Clostridia_Clostridiales_Syntrophomonadaceae_Syntrophothermus_lipocalidus_DSM_12680,NC_014220,
Bacteria_Firmicutes_Clostridia_Clostridiales_unclassified_Clostridiales_Anaerocellum_group_Anaerocellum_thermophilum_DSM_6725,NC_012034,
Bacteria_Firmicutes_Clostridia_Clostridiales_unclassified_Clostridiales_Epulopiscium_sp._N.t._morphotype_B,SAMN02436323,
Bacteria_Firmicutes_Clostridia_Clostridiales_unclassified_Clostridiales_Flavonifractor_Flavonifractor_plautii_ATCC_29863,SAMN00627089,
Bacteria_Firmicutes_Clostridia_Clostridiales_unclassified_Clostridiales_Proteiniborus_ethanoligenes_DSM_21650,PRJNA262322,55215
Bacteria_Firmicutes_Clostridia_Clostridiales_unclassified_Clostridiales_Proteocatella_sphenisci_DSM_23131,NZ_AUID00000000,
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halanaerobium_sp._sapolanicus,NC_014654,
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halanaerobiaceae_Halothermothrix_orenii_H_168,NC_011899,
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Acetohalobium_arabaticum_DSM_5501,NC_014378,
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Halobacteroides_halobius_MD_1_DSM_5150,NC_019978,
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Halonatronum_saccharophilum_Z_7986_DSM_13868,NZ_AZYG00000000,
Bacteria_Firmicutes_Clostridia_Halanaerobiales_Halobacteroidaceae_Orenia_marismortui_DSM_5156,NZ_AQZS00000000,
Bacteria_Firmicutes_Clostridia_Natranaerobiales_Natranaerobiaceae_Natranaerobius_thermophilus_JWNM_WN_LF,NC_010718,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Caldanaerobacter_subterraneus_tengcongensis_MB4T,NC_003869,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Caldanaerobius_polysaccharolyticum_KMTHCJ_DSM_13641,NZ_ATXZ00000000,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Carboxydothermus_hydrogenoformans_Z_2901_DSM_6008,NC_007503,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Desulfovirgula_thermocuniculi_DSM_16036,NZ_AUBR00000000,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Moorella_group_Ammonifex_degensii_KC4,NC_013385,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Moorella_group_Moorella_thermoacetica_ATCC_39073,NC_007644,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Tepidanaerobacter_acetatoxydans_Re1,NC_019954,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermacetogenium_phaeum_DSM_12270,NC_018870,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermanaeromonas_toyohensis_ToBE_DSM_14490,SAMN00808754,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacteraceae_Thermoanaerobacter_italicus_Ab9,NC_013921,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III._Incertae_Sedis_Caldanaerovirga_acetigignens_DSM_18802,PRJNA262315,55242
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III._Incertae_Sedis_Thermoanaerobacterium_thermosaccharolyticum_M0795,NC_019970,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_III._Incertae_Sedis_Thermosediminibacter_oceani_DSM_16646,NC_014377,
Bacteria_Firmicutes_Clostridia_Thermoanaerobacterales_Thermoanaerobacterales_Family_IV._Incertae_Sedis_Mahella_australiensis_50_1_BON_DSM_15567,NC_015520,
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Allobaculum_stercoricanis_DSM_13633,NZ_ARAE00000000,
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Bulleidia_extructa_W1219_contig00009,NZ_ADFR00000000,
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Catenibacterium_mitsuokai_DSM_15897_C_mitsuokai_1.0_Cont88.1,NZ_ACCK00000000,
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Coprobacillus_sp._8_2_54BFAA,SAMN02463766,
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Erysipelothrix_rhusiopathiae_str._Fujisawa,NC_015601,
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Erysipelotrichaceae_bacterium_AP9,NZ_CBLM000000000,
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Holdemania_sp._AP2,NZ_CALK00000000,
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_moorei_F0204_S_mooreiF0204_1.0_Cont15.1,NZ_AECQ00000000,
Bacteria_Firmicutes_Erysipelotrichi_Erysipelotrichales_Erysipelotrichaceae_Turicibacter_sp._HGF1_contig00015,CP013476,
Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Dielma_fastidiosa_JC13,SAMEA2272058,
Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Eggerthia_catenaformis_DSM_20559,NZ_AGEJ00000000,
Bacteria_Firmicutes_Erysipelotrichia_Erysipelotrichales_Erysipelotrichaceae_Kandleria_vitulina_MC3001,SAMN02744031,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Acidaminococcus_fermentans_DSM_20731,NC_013740,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Phascolarctobacterium_sp._YIT_12067_P_spYIT12067_1.0_Cont77.1,NZ_AEVN00000000,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Acidaminococcaceae_Succinispira_mobilis_DSM_6222,NZ_AQZZ00000000,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Acetonema_longum_DSM_6540_Contig00019,NZ_AFGF00000000,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Allisonella_histaminiformans_DSM_15230,SAMN02910343,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Anaeroarcus_burkinensis_DSM_6283,NZ_AUMI00000000,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Anaeroglobus_geminatus_F0357,NZ_AGCJ00000000,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Anaeromusa_acidaminophila_DSM_3853,NZ_ARGA00000000,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Anaerovibrio_sp._RM50,NZ_JHWV00000000,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Centipeda_periodontii_DSM_2778_contig00059,NZ_AFHQ00000000,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_microaerophilus_UPII_345_E_contig00002,SAMN00116779,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Megasphaera_sp._BV3C16_1,SAMN02436562,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Mitsuokella_multacida_DSM_20544,NZ_ABWK00000000,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Pelosinus_sp._UFO1,NZ_CP008852,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Propionispira_arboris_DSM_2179,PRJNA262330,57443
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Selenomonas_ruminantium_lactilytica_TAM6421,NC_017068,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Sporolituus_thermophilus_DSM_23256,PRJNA262329,55244
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Sporomusa_ovata_DSM_2662,NZ_ASXP00000000,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Veillonella_parvula_DSM_2008,NC_013520,
Bacteria_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Zymophilus_raffinosivorans_DSM_20765,NZ_ARLE00000000,
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Cetobacterium_somerae_ATCC_BAA_474,NZ_AXZF00000000,
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Cetobacterium_sp._ZWU0022,SAMN03021539,
Bacteria_Fusobacteria_Fusobacteriia_Fusobacteriales_Fusobacteriaceae_Fusobacterium_nucleatum_nucleatum_ATCC_25586,NC_003454,
