SRA Experiment Accession,Experiment Title,Instrument Model,Library Layout,Library Source,Sample Attribute,Study Accession,Study Title,Submission Center,Submission Date,Submission Lab,Taxon Id,Updated Date,Nucleotide Count,Read Count,Assembly L50,Assembly N50,CLC Bubble Size,CLC Word Size,Mapped Reads (%),Assembled Bases,Assembled Contigs,Assembled Scaffolds,MetaBAT Bins,MetaBAT Preset,Near-complete Genomes,Medium-quality Genomes,Partial Genomes,Archaeal Genomes,Archaeal PD,Archaeal PG,Bacterial Genomes,Bacterial PD,Bacterial PG
SRX822139,Shotgun sequencing of environmental sample: Sample P00160,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 15-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.85 N 73.93 W || isolate: P00160 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,656935250,5255482,1005,7405,50,22,81.13,32494430,8221,5496,11,superspecific,0,0,1,0,0,0,0,0,0
SRX822142,Shotgun sequencing of environmental sample: Sample P00163,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 15-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.84 N 73.93 W || isolate: P00163 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,661793250,5294346,176,12254,50,22,93.62,8265511,1129,913,4,superspecific,0,0,1,0,0,0,0,0,0
SRX822146,Shotgun sequencing of environmental sample: Sample P00167,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 15-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.84 N 73.94 W || isolate: P00167 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,655145500,5241164,61,15921,50,22,38.19,3343666,566,423,2,superspecific,0,1,0,0,0,0,0,0,0
SRX822148,Shotgun sequencing of environmental sample: Sample P00169,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 15-Jul-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.82 N 73.94 W || isolate: P00169 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,590088750,4720710,18,155280,50,21,96.78,10819292,1023,714,3,superspecific,2,0,0,0,0,0,0,0,0
SRX822150,Shotgun sequencing of environmental sample: Sample P00171,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 15-Jul-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.81 N 73.95 W || isolate: P00171 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,595473250,4763786,209,17057,50,22,87.76,16476830,3032,1737,6,superspecific,0,0,0,0,0,0,0,0,0
SRX822152,Shotgun sequencing of environmental sample: Sample P00173,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 15-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.81 N 73.95 W || isolate: P00173 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,623563000,4988504,130,23532,50,22,46.53,12805740,2154,1144,4,superspecific,1,2,0,0,0,0,1,0.00%,0.00%
SRX822153,Shotgun sequencing of environmental sample: Sample P00174,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 15-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.76 N 73.95 W || isolate: P00174 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,590142750,4721142,28,126482,50,21,89.32,11367726,993,670,4,veryspecific,1,1,0,0,0,0,0,0,0
SRX822155,Shotgun sequencing of environmental sample: Sample P00176,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.73 N 74.00 W || isolate: P00176 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,644438500,5155508,25,51336,50,22,94.19,6836774,1184,555,4,superspecific,1,0,0,0,0,0,0,0,0
SRX822158,Shotgun sequencing of environmental sample: Sample P00179,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.71 N 73.99 W || isolate: P00179 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,645523250,5164186,38,71811,50,22,91.43,15827403,1492,1090,6,superspecific,3,0,0,0,0,0,2,0.17%,0.00%
SRX822159,Shotgun sequencing of environmental sample: Sample P00180,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.70 N 73.98 W || isolate: P00180 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,614930250,4919442,106,39712,50,22,96.28,14382461,1681,972,6,superspecific,3,0,0,0,0,0,1,0.00%,0.00%
SRX822161,Shotgun sequencing of environmental sample: Sample P00182,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.68 N 73.97 W || isolate: P00182 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,642466500,5139732,615,6159,50,22,82.52,14196261,4415,2816,11,superspecific,0,0,1,0,0,0,0,0,0
SRX822167,Shotgun sequencing of environmental sample: Sample P00188,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.64 N 73.99 W || isolate: P00188 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,649678681,2163904,15,184736,50,22,98.53,11172371,577,570,4,superspecific,2,0,0,0,0,0,1,0.00%,0.00%
SRX822171,Shotgun sequencing of environmental sample: Sample P00192,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.61 N 73.99 W || isolate: P00192 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,551901000,4415208,97,34502,50,21,88.93,17377784,1840,1139,4,superspecific,1,1,0,0,0,0,0,0,0
SRX822173,Shotgun sequencing of environmental sample: Sample P00194,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.61 N 73.99 W || isolate: P00194 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,607093250,4856746,226,23754,50,22,92.88,22493589,3100,2007,7,veryspecific,2,1,0,0,0,0,1,0.00%,0.00%
SRX822174,Shotgun sequencing of environmental sample: Sample P00195,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.61 N 74.00 W || isolate: P00195 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,644627750,5157022,11,272628,50,22,96.95,10241957,104,82,2,superspecific,2,0,0,0,0,0,1,0.00%,0.00%
SRX822176,Shotgun sequencing of environmental sample: Sample P00197,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.60 N 74.00 W || isolate: P00197 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,620653750,4965230,131,22615,50,22,91.69,18598170,2665,1914,6,superspecific,2,0,0,0,0,0,0,0,0
SRX822177,Shotgun sequencing of environmental sample: Sample P00198,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.60 N 74.00 W || isolate: P00198 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,574278250,4594226,535,8051,50,21,89.87,18854551,3805,3104,8,superspecific,1,0,0,0,0,0,0,0,0
SRX822179,Shotgun sequencing of environmental sample: Sample P00200,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.59 N 73.98 W || isolate: P00200 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1405605890,13916890,199,43513,50,22,91.54,40915828,4693,3309,11,veryspecific,5,0,0,0,0,0,1,0.00%,0.00%
SRX822181,Shotgun sequencing of environmental sample: Sample P00202,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.57 N 73.98 W || isolate: P00202 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,639490250,5115922,40,52276,50,22,93.9,11216057,800,669,4,verysensitive,1,0,1,0,0,0,0,0,0
SRX822182,Shotgun sequencing of environmental sample: Sample P00203,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.57 N 73.98 W || isolate: P00203 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,657334750,5258678,9,179211,50,22,93.18,5243601,307,263,2,superspecific,1,0,0,0,0,0,1,0.00%,0.00%
SRX822183,Shotgun sequencing of environmental sample: Sample P00204,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.57 N 73.98 W || isolate: P00204 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,561023250,4488186,258,13659,50,21,87.58,12417852,1987,1507,5,superspecific,0,0,0,0,0,0,0,0,0
SRX822186,Shotgun sequencing of environmental sample: Sample P00207,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 17-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.66 N 73.98 W || isolate: P00207 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,662691000,5301528,90,24195,50,22,92.53,18202757,2816,2012,4,superspecific,2,0,0,0,0,0,0,0,0
SRX822187,Shotgun sequencing of environmental sample: Sample P00208,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 17-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal/plastic || geo_loc_name: USA:New York City || lat_lon: 40.64 N 73.97 W || isolate: P00208 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,1877593232,18590032,513,17958,50,23,88.99,48815904,9240,5352,20,superspecific,3,1,0,0,0,0,2,0.03%,0.01%
SRX822189,Shotgun sequencing of environmental sample: Sample P00210,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 17-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.66 N 73.98 W || isolate: P00210 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,666243107,2219860,92,40551,50,22,98.37,23289633,1786,1734,9,superspecific,3,1,0,0,0,0,0,0,0
SRX822192,Shotgun sequencing of environmental sample: Sample P00213,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.76 N 73.98 W || isolate: P00213 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,596416500,4771332,36,85638,50,22,97.38,10970488,585,418,3,superspecific,3,0,0,0,0,0,1,0.00%,0.00%
SRX822194,Shotgun sequencing of environmental sample: Sample P00215,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: wood || geo_loc_name: USA:New York City || lat_lon: 40.76 N 73.98 W || isolate: P00215 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,687414250,5499314,121,32744,50,22,94.47,12776425,971,705,5,superspecific,1,0,0,0,0,0,0,0,0
SRX822196,Shotgun sequencing of environmental sample: Sample P00217,Illumina MiSeq,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.79 N 73.97 W || isolate: P00217 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,605679750,4845438,23,82260,50,22,91.8,6197452,389,337,2,superspecific,1,0,0,0,0,0,0,0,0
SRX822199,Shotgun sequencing of environmental sample: Sample P00220,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: plastic || geo_loc_name: USA:New York City || lat_lon: 40.80 N 73.95 W || isolate: P00220 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,607432500,4859460,93,49210,50,22,96.92,20190417,1887,1463,10,superspecific,2,1,0,0,0,0,0,0,0
SRX822200,Shotgun sequencing of environmental sample: Sample P00221,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.88 N 73.89 W || isolate: P00221 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,628123500,5024988,45,71190,50,22,93.2,16236310,1223,925,6,superspecific,2,0,1,0,0,0,1,0.00%,0.00%
SRX822203,Shotgun sequencing of environmental sample: Sample P00224,Illumina HiSeq 2500,PAIRED -,METAGENOMIC,host: not applicable || collection_date: 16-Jul-2013 || env_biome: city || env_feature: subway || env_material: metal || geo_loc_name: USA:New York City || lat_lon: 40.86 N 73.92 W || isolate: P00224 || BioSampleModel: Metagenome or environmental,SRP051511,New York City MTA subway samples Metagenome,Weill Cornell Medical College,None,Christopher Mason Lab,1348798,2/6/15,595458500,4763668,24,51962,50,22,94.34,10087920,1211,798,4,superspecific,1,0,0,0,0,0,0,0,0
